Title,Title_URL,Image,ipclockupoverlay_URL,Title1,Title2,ipcratingstar,ipcratingstarrate,Content,scf24f1c5c0
1406. Jungle.com,https://www.imdb.com/title/tt9165602/?ref_=sr_t_1406,"https://m.media-amazon.com/images/M/MV5BMDY4OWI4MmItM2M4My00OTk3LWExYmMtNGYxZWRmMDJhY2Q5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt9165602/?ref_=sr_i_1406,2018,1h 20m,"5.4
 (9)",Rate,"Jungle com is a Malayalam movie starring Sreejith Ravi and Gaurav Menon in prominent roles. It is a drama directed by Arun Nischal with Rajesh Raghavan as the producer, forming part of the crew.",Votes9
1407. Ezhu Sundara Rathrikal,https://www.imdb.com/title/tt3422428/?ref_=sr_t_1407,"https://m.media-amazon.com/images/M/MV5BMTk4NjFkYTQtNjEzMy00NzZhLWJmMjItMDA0YmExZWJmODdhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt3422428/?ref_=sr_i_1407,2013,2h 20m,"5.1
 (228)",Rate,"Ezhu Sundara Rathrikal is the story of Eby , an ad-film maker. He decided to tie the knot, Suddenly some problem occur on Eby before seven days of his marriage. So he has to solve the problem before his marriage.",Votes228
1408. Vellithira,https://www.imdb.com/title/tt0390597/?ref_=sr_t_1408,"https://m.media-amazon.com/images/M/MV5BNTFmMjdjMzctZDYyNS00MTg1LWEwNjMtZjU3ODEwNzhkMzFjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt0390597/?ref_=sr_i_1408,2003,,"4.2
 (212)",Rate,"Raj and his friends go to a remote village and start a touring talkie that shows scenes from Rajinikanth's movies. He falls in love with a local girl, but his past surfaces and changes their lives.",Votes212
1409. Rajamma @ Yahoo,https://www.imdb.com/title/tt5202322/?ref_=sr_t_1409,"https://m.media-amazon.com/images/M/MV5BOTIwMGFlZTgtY2I1OC00NTBiLWE2MGQtNDBmNjAxYTliYjk3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt5202322/?ref_=sr_i_1409,2015,2h 17m,"4.3
 (219)",Rate,"2 brothers, Michael Rajamma aka Rajamma and Vishnu Yohannan aka Yahoo are born to an inter caste couple. After sudden demise of their parents they live in a bungalow and later the duo plans to rent out their bungalow to different families.",Votes219
1410. Poyi Maranju Parayathe,https://www.imdb.com/title/tt5784502/?ref_=sr_t_1410,"https://m.media-amazon.com/images/M/MV5BYWZiYTI1NmQtM2FkMy00MTk5LTg4M2YtYzU4YjlhNzkxZmVhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR6,0,140,207_.jpg",https://www.imdb.com/title/tt5784502/?ref_=sr_i_1410,2016,2h 15m,"4.8
 (13)",Rate,"The film tells the story of a household where several murders have happened. The plot picks up from a point many years after the killings, and what happens next.",Votes13
1411. Thilothama,https://www.imdb.com/title/tt5271528/?ref_=sr_t_1411,"https://m.media-amazon.com/images/M/MV5BNWJhOGVlZDUtNjc0MS00NDcyLTgwZjItZjcwYjdkYzRjMzcwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt5271528/?ref_=sr_i_1411,2015,2h 21m,"2.7
 (36)",Rate,Rosy is a woman of enchanting beauty who sings and dances in a 5 star hotel in the town. She happens to be an eyewitness to a murder that happens in the hotel.,Votes36
1412. Malavika,https://www.imdb.com/title/tt0323162/?ref_=sr_t_1412,,https://www.imdb.com/title/tt0323162/?ref_=sr_i_1412,2001,,,Rate,,
1413. Angel John,https://www.imdb.com/title/tt1545976/?ref_=sr_t_1413,"https://m.media-amazon.com/images/M/MV5BOThmMmEyNjUtMTJjNy00NjdkLWE5M2MtZDE3Y2ZhODk4YzI2XkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY207_CR11,0,140,207_.jpg",https://www.imdb.com/title/tt1545976/?ref_=sr_i_1413,2009,2h 10m,"2.7
 (410)",Rate,Maradonna is an aimless youngster who likes to waste his time doing practically nothing .His life is turned upside down when an angel decides to teach him a lesson.,Votes410
1414. Angane Njanum Premichu,https://www.imdb.com/title/tt8507508/?ref_=sr_t_1414,"https://m.media-amazon.com/images/M/MV5BNzZiOGIwZmMtZDU2YS00MmZiLWFiOGMtOTkzMGZhYTcxODE0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt8507508/?ref_=sr_i_1414,2018,2h 16m,,Rate,"A group of college students befriend a tomboyish girl out of the blue from the street, and over time, she becomes an integral part of their gang. Upon discovering more about her, their attitudes change with time.",
1415. White Nights,https://www.imdb.com/title/tt5363068/?ref_=sr_t_1415,"https://m.media-amazon.com/images/M/MV5BM2ZjZWU4NDktOWJkZS00ZDEwLWIyMWQtYTg5MTQzYTY4ODYxXkEyXkFqcGdeQXVyNDc5ODg5MTc@._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt5363068/?ref_=sr_i_1415,2015,2h 11m,"7.3
 (9)",Rate,"Velutha Rathrikal (White Nights) is an independent cinematic adaptation of the eponymous novel by Fyodor Dostoyevsky. Manu is an artist in search of a new sky, from his troubled past, in a forest settlement. He meets Chelly, a tribal girl from a nearby settlement who bears the burnt from her own share of life. As she awaits the return of her beloved friend Jyothi, Manu gets closer to her. Despite their diverse upbringings, Manu and Chelly strike a serene and beautiful chord with each other. Their brief but intense encounter during the five nights makes the plot of the film set against the deep woods of Attappadi and surroundings.",Votes9
1416. Namaste Bali,https://www.imdb.com/title/tt4670926/?ref_=sr_t_1416,"https://m.media-amazon.com/images/M/MV5BMDcwYzRmOTgtYjUzNC00NjAxLWEzMjAtN2IzYzI0NjlmNGIzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt4670926/?ref_=sr_i_1416,2015,2h,"2.3
 (50)",Rate,A woman gets cheated by a man after their arranged engagement. The woman finds that the man had travelled to Bali and sets off to it.,Votes50
1417. Suvarna Purushan,https://www.imdb.com/title/tt7381490/?ref_=sr_t_1417,"https://m.media-amazon.com/images/M/MV5BZjVjYjZlMDgtYjYyYy00ODM3LTljM2YtNDljNmY5MmJiNzBjXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt7381490/?ref_=sr_i_1417,2018,1h 46m,"5.4
 (25)",Rate,"Story about the ardent fans and loyal followers of the Malayalam megastar, Mohanlal. It revolves around a lady, the owner of the Mary Martha theatre and her struggles and fights with other theatre owners.",Votes25
1418. Medulla Oblongata,https://www.imdb.com/title/tt3686190/?ref_=sr_t_1418,"https://m.media-amazon.com/images/M/MV5BZDJlN2YyMDgtM2IxNy00NjI5LTlkZDUtNDJjNThkMjk5MWRhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt3686190/?ref_=sr_i_1418,2014,1h 51m,"6.3
 (16)",Rate,Medulla Oblongata is a Malayalam movie produced by S. Madhan and directed by Suresh Nair. It is a remake of Tamil film Naduvula Konjam Pakkatha Kaanom. The remake stars Rahul Madhav and newcomer Avaana.,Votes16
1419. Elsamma Enna Aankutty,https://www.imdb.com/title/tt1711471/?ref_=sr_t_1419,"https://m.media-amazon.com/images/M/MV5BMDAyZjNjMTUtN2UwNC00MTc4LTgyMWMtOTY1ZDM2MjVjMmIyXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt1711471/?ref_=sr_i_1419,2010,,"6.2
 (406)",Rate,The difficulties of a young girl who tries to raise her family.,Votes406
1420. Karutha Joothan,https://www.imdb.com/title/tt7243720/?ref_=sr_t_1420,"https://m.media-amazon.com/images/M/MV5BN2IwOWQ0ZjUtZTY1Ni00N2Q5LWI5NWUtMTI0Y2E0NzUwNjU4XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt7243720/?ref_=sr_i_1420,2017,2h,"8.3
 (16)",Rate,"Aaron Eliyahu, a Jewish man, travels to a small village called Mala, Kerala in search of his Jewish heritage. Unfortunately, Aaron meets with a fatal motor accident that lands him in a state of coma in a hermitage.",Votes16
1421. Choran,https://www.imdb.com/title/tt14240528/?ref_=sr_t_1421,"https://m.media-amazon.com/images/M/MV5BN2I4ODIzNjQtNWE5NS00ZjYyLTg1NDEtZWJmZjNjMzRlODcxXkEyXkFqcGdeQXVyMzMxMDUzNTk@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt14240528/?ref_=sr_i_1421,2022,1h 30m,"5.1
 (126)",Rate,"Smita is in a position where she has no choice but to commit suicide. While tying the rope around her neck to hang herself, two thieves break into her house. What will happen next?",Votes126
1422. 10:30 A.M. Local Call,https://www.imdb.com/title/tt2928360/?ref_=sr_t_1422,"https://m.media-amazon.com/images/M/MV5BMzEzN2NhNzAtMWRlMi00Zjc1LTljMWYtOWQ4NjZiNWRkNWIyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt2928360/?ref_=sr_i_1422,2013,2h 49m,"5.7
 (165)",Rate,"When a happily married Alby is confronted by his old love for help, things go wrong and a string of serial murders form the rest of the plot.",Votes165
1423. Pattanathil Sundaran,https://www.imdb.com/title/tt0378542/?ref_=sr_t_1423,"https://m.media-amazon.com/images/M/MV5BM2JhYjZiMTgtZTNhMi00MTVmLWE2ZTktYzJlNWY3NzRmYmE1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt0378542/?ref_=sr_i_1423,2003,2h 27m,"4.9
 (247)",Rate,Shows the difficulties of a family in which the wife (Navya) works and the husband (Dileep) is left to take care of the house.,Votes247
1424. Ms. Lekha Tharoor Kaanunnathu,https://www.imdb.com/title/tt6157652/?ref_=sr_t_1424,"https://m.media-amazon.com/images/M/MV5BNjRhZjI4NjktMzkzOC00Yzc5LTlhOTgtZWNkM2U5YWIwZTc5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt6157652/?ref_=sr_i_1424,2013,,"4.7
 (17)",Rate,Ms. Lekha Tharoor is so intelligent and smart who is the anchor of a game show. Her encounters with some of the guests and some events that follow change their life in a totally unexpected way.,Votes17
1425. Vith,https://www.imdb.com/title/tt8487988/?ref_=sr_t_1425,"https://m.media-amazon.com/images/M/MV5BYjFiYTFiNWQtNWYxNy00NDhlLTk3MzEtYjRhYzczNGQxMTY2XkEyXkFqcGdeQXVyMjY1MDI0MDU@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt8487988/?ref_=sr_i_1425,2017,1h 24m,"7.1
 (33)",Rate,A son returns home to his father. The film revolves around the conflicts in values of the two.,Votes33
1426. Nocturnal Times,https://www.imdb.com/title/tt8056032/?ref_=sr_t_1426,"https://m.media-amazon.com/images/M/MV5BMDliMGZiYTktOWYyMS00ZTYyLWIxZDktYmFiMmY0YmI0YjExXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt8056032/?ref_=sr_i_1426,2018,2h 13m,"7.8
 (20)",Rate,"Hussain is a renowned researcher and one fine day he goes missing. Jahanara, his daughter, returns from Berlin and tries to find him for three months with no luck.",Votes20
1427. Cochin Shadhi at Chennai 03,https://www.imdb.com/title/tt11675352/?ref_=sr_t_1427,"https://m.media-amazon.com/images/M/MV5BMmJlOWM2ZTItNWEwYy00ODU0LTk2NTMtM2Y1MjJiZDUzNmU4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt11675352/?ref_=sr_i_1427,2020,2h 6m,"5.6
 (11)",Rate,,Votes11
1428. Vamanapuram Bus Route,https://www.imdb.com/title/tt0393926/?ref_=sr_t_1428,"https://m.media-amazon.com/images/M/MV5BZTZhOTE0NGUtYzE0OS00MTdiLThhMGUtN2UxOGNlMTExYWVhXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt0393926/?ref_=sr_i_1428,2004,2h,"2.3
 (385)",Rate,"Johnny, a bus conductor, is sent to Vamanapuram to clear a bus route, where he falls in love with his boss' daughter, who is already engaged. Johnny is now at cross roads.",Votes385
1429. Pathinonnil Vyazham,https://www.imdb.com/title/tt1857821/?ref_=sr_t_1429,"https://m.media-amazon.com/images/M/MV5BMDc5ZDQ0MWQtYzU4Ny00ODA4LTg4NDMtYTM1MjUwMTJkOGI3XkEyXkFqcGdeQXVyNDE2MDU0MDA@._V1_QL75_UX140_CR0,9,140,207_.jpg",https://www.imdb.com/title/tt1857821/?ref_=sr_i_1429,2010,2h,"4.4
 (18)",Rate,"Appu works as a bearer in a five star hotel at Palakkad. He meets Chandran Pillai, a millionaire and begs to give him a job. Chandran refuses, but Appu tries to blackmail him with a secret.",Votes18
1430. Mothathi Kozhappa,https://www.imdb.com/title/tt30278506/?ref_=sr_t_1430,"https://m.media-amazon.com/images/M/MV5BZmMwNzE3ZjktZjBhYS00MzZlLWJjYjYtZjc0NjNlNjY4NmIzXkEyXkFqcGdeQXVyMjI4MzQ3MzQ@._V1_QL75_UY207_CR9,0,140,207_.jpg",https://www.imdb.com/title/tt30278506/?ref_=sr_i_1430,2023,2h 35m,,Rate,Movie portrays a collection of odd characters and their lives taking an unexpected turn when an innocent character arrives and involves in their personal matters that embarks on the intricate web of myths along with a cross-border journey.,
1431. Parayam,https://www.imdb.com/title/tt4245460/?ref_=sr_t_1431,"https://m.media-amazon.com/images/M/MV5BNGU5MDgzOWItMGFiMC00NmFmLWJhYzUtYzVlMDZiZTM0ZmFlXkEyXkFqcGdeQXVyMTA4NDIzMTY1._V1_QL75_UY207_CR31,0,140,207_.jpg",https://www.imdb.com/title/tt4245460/?ref_=sr_i_1431,2004,1h 51m,"4.1
 (10)",Rate,"Raju's father leaves no stone unturned in helping him find true love. Things go awry when he falls in love with Sudha, a young woman in love with someone else.",Votes10
1432. Valathottu Thirinjal Nalamathe Veedu,https://www.imdb.com/title/tt0391516/?ref_=sr_t_1432,"https://m.media-amazon.com/images/M/MV5BZTc5NzhkMjctOThlMy00MmExLWI5MGItMzZlNzc0NmRjNmQxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR68,0,140,207_.jpg",https://www.imdb.com/title/tt0391516/?ref_=sr_i_1432,2003,,"3.0
 (44)",Rate,"Aji, who buys old buildings, demolishes them and sells the scrap, goes ahead to demolish a building for which his father had taken a contract. But he faces objection from the owner's daughter.",Votes44
1433. My 3,https://www.imdb.com/title/tt29867126/?ref_=sr_t_1433,,https://www.imdb.com/title/tt29867126/?ref_=sr_i_1433,2023,,,Rate,Revolves around the bond between a group of friends who try their best to save one of their close buddies suffering from cancer.,
1434. Cheraathukal,https://www.imdb.com/title/tt14854142/?ref_=sr_t_1434,"https://m.media-amazon.com/images/M/MV5BZmQyNDViNzAtZDIyMy00OTY1LTkxNzYtMGFkY2QzMGViNzY4XkEyXkFqcGdeQXVyNTM0MDc1ODE@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt14854142/?ref_=sr_i_1434,2021,2h 23m,"7.9
 (49)",Rate,"There are six short films in this movie, each painting different shades of love.",Votes49
1435. Kottarathil Kutty Bhootham,https://www.imdb.com/title/tt12833086/?ref_=sr_t_1435,"https://m.media-amazon.com/images/M/MV5BMDgwZWRjMTItNTMyNy00NTA4LTg5OWQtOThkMjU2Y2FiOTlhXkEyXkFqcGdeQXVyNDE2MDU0MDA@._V1_QL75_UY207_CR114,0,140,207_.jpg",https://www.imdb.com/title/tt12833086/?ref_=sr_i_1435,2011,1h 43m,"3.9
 (12)",Rate,Three children befriend a spirit and take him home. The spirit helps the children to overcome their problems but things get tough for the spirit when an evil sorcerer tries to hunt him down.,Votes12
1436. John Honai,https://www.imdb.com/title/tt5870990/?ref_=sr_t_1436,"https://m.media-amazon.com/images/M/MV5BNDYwMjgyODItODY0NS00ZGVkLThiMjMtMWY2OTIzNWExMTQwXkEyXkFqcGdeQXVyNjMyMjQ3MzQ@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt5870990/?ref_=sr_i_1436,2015,2h 1m,"2.5
 (40)",Rate,John has an accident with a rich merchant named Devanarayanan and walks away with a blank cheque. John and his friends Jaffer and Janardhanan use the cheque to take a holiday trip in Dubai.,Votes40
1437. Sasneham Sumithra,https://www.imdb.com/title/tt0400798/?ref_=sr_t_1437,"https://m.media-amazon.com/images/M/MV5BODgyODk2ZDgtNmM3My00MzQ3LTgzNzEtMDA4ZDExNTRhNTRhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt0400798/?ref_=sr_i_1437,2004,1h 44m,"5.4
 (80)",Rate,"Balan, a businessman and widower, marries another woman after his first wife dies under mysterious circumstances. However, things get complicated for him when her body is found in his home.",Votes80
1438. Nithyaharitha Nayakan,https://www.imdb.com/title/tt9074150/?ref_=sr_t_1438,"https://m.media-amazon.com/images/M/MV5BYTE0YjYyM2YtMDVjMS00YTFjLWFhNTMtMjE5MWY4MTU3MTMxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt9074150/?ref_=sr_i_1438,2018,2h 35m,"5.2
 (92)",Rate,A heartwarming romantic comedy that follows a man as he goes through various stages of love - from the first crush to final break-up.,Votes92
1439. Basheerinte Premalekhanam,https://www.imdb.com/title/tt6568896/?ref_=sr_t_1439,"https://m.media-amazon.com/images/M/MV5BZDdiNjVlZDYtMGY5Yi00YmE3LWI0MjYtNTVkOGY0MDAyNmNlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,2,140,207_.jpg",https://www.imdb.com/title/tt6568896/?ref_=sr_i_1439,2017,2h 10m,"5.8
 (48)",Rate,The story evolves around Basheer and Suhra's love and it's influence over the whole Chakkarakadav village.,Votes48
1440. Onnam Loka Mahayudham,https://www.imdb.com/title/tt4695526/?ref_=sr_t_1440,"https://m.media-amazon.com/images/M/MV5BM2E5YTZlNGEtNDNlZS00ZjcwLWJkYzUtN2E0NmMyNjEwMGQyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt4695526/?ref_=sr_i_1440,2015,,"4.2
 (72)",Rate,"A doctor, a police officer and a bunch of gangsters are involved in a deal worth 40 million, which goes awry.",Votes72
1441. Nasrani,https://www.imdb.com/title/tt1028559/?ref_=sr_t_1441,"https://m.media-amazon.com/images/M/MV5BOGQ4ZWI4N2YtNWI5Yy00Yzc4LWI3MzAtMTI2ZGQ2ZjczNzE3XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt1028559/?ref_=sr_i_1441,2007,2h 29m,"4.6
 (372)",Rate,"David and Sara's marriage gets canceled due to an unexpected tragic event. Years later, they continue to love each other and strive to protect an innocent girl from an ambitious politician.",Votes372
1442. Living Together,https://www.imdb.com/title/tt1843968/?ref_=sr_t_1442,"https://m.media-amazon.com/images/M/MV5BNDI1YmY1NGYtNjcyMS00YTU4LTllYjQtM2VkMGU4OGU5NzE0XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,8,140,207_.jpg",https://www.imdb.com/title/tt1843968/?ref_=sr_i_1442,2011,,"2.6
 (30)",Rate,"Shyama falls in love with Hemachandran. However, she is not willing to marry him as she believes that either she or he will die soon after their marriage.",Votes30
1443. Unnimaya,https://www.imdb.com/title/tt22857036/?ref_=sr_t_1443,,https://www.imdb.com/title/tt22857036/?ref_=sr_i_1443,2000,,,Rate,,
1444. Kannaki,https://www.imdb.com/title/tt0355638/?ref_=sr_t_1444,"https://m.media-amazon.com/images/M/MV5BYTgyMGNiMjQtM2U1Ni00ZDgzLWJjYzEtYzYxZmRiYzUwYWE3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR34,0,140,207_.jpg",https://www.imdb.com/title/tt0355638/?ref_=sr_i_1444,2001,,"5.8
 (45)",Rate,Villagers Manickan and Choman are very close friends. Manickan is in love with Kannaki and wants to marry her but Choman wants him to marry his sister.,Votes45
1445. The Last Supper,https://www.imdb.com/title/tt4874394/?ref_=sr_t_1445,"https://m.media-amazon.com/images/M/MV5BYTA2NmIzMmUtYmFhZi00ZmE1LTliMTQtZTNkNjM4MTU0ZTI3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR27,0,140,207_.jpg",https://www.imdb.com/title/tt4874394/?ref_=sr_i_1445,2014,1h 47m,"3.6
 (41)",Rate,Three friends in quest for a documentary production in a haunted jungle as part of a 'Adventure Competition'.,Votes41
1446. Hridyam,https://www.imdb.com/title/tt10449048/?ref_=sr_t_1446,"https://m.media-amazon.com/images/M/MV5BOWUyZDgwZTMtODA2Yi00MTg3LWFjNGYtMzZlOGI4N2Y2YWM2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt10449048/?ref_=sr_i_1446,2019,1h 37m,"7.4
 (9)",Rate,,Votes9
1447. Nikkah,https://www.imdb.com/title/tt14434152/?ref_=sr_t_1447,"https://m.media-amazon.com/images/M/MV5BOTI3ZTI3NTktZjBlZi00OWI1LWE2MGMtYzRmYmIxMjlmODM2XkEyXkFqcGdeQXVyMzMxMDUzNTk@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt14434152/?ref_=sr_i_1447,2015,1h 50m,,Rate,,
1448. 100 Degree Celsius,https://www.imdb.com/title/tt3885676/?ref_=sr_t_1448,"https://m.media-amazon.com/images/M/MV5BNzM1MzAwODA2OV5BMl5BanBnXkFtZTgwODIzMTg3NjE@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt3885676/?ref_=sr_i_1448,2014,2h,"4.1
 (80)",Rate,"100 Degree Celsius is a Malayalam Thriller, written and directed by Rakesh Gopan. A women-centric movie, starring Shwetha Menon, Meghna Raj, Bhama, Ananya and Haritha. Based on a real-life incident, the movie revolves around the lives of five women - a housewife, banker, IT professional, TV reporter and a college student. The movie takes a turn when the lives of all the 5 women turn upside down.",Votes80
1449. Ithu Pathiramanal,https://www.imdb.com/title/tt2789850/?ref_=sr_t_1449,"https://m.media-amazon.com/images/M/MV5BYzAwMTUzYjktNDU2Zi00OWU4LTliOWMtYmE5YTQyNGY3MjJhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt2789850/?ref_=sr_i_1449,2013,2h,"5.4
 (37)",Rate,"Eldho is waiting to take revenge on Shauriyar, who killed his father and mother when he was a young boy.",Votes37
1450. Vasudha,https://www.imdb.com/title/tt7580990/?ref_=sr_t_1450,"https://m.media-amazon.com/images/M/MV5BMzFhMjZkYjctNjFjMS00YjAzLWJkNWMtMmNjYzQzMzg5YThmXkEyXkFqcGdeQXVyODE4ODE1MDU@._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt7580990/?ref_=sr_i_1450,2014,,,Rate,"Vasudha works as a feature writer and an in-house photographer for a fashion magazine in the city of Mumbai. Like the millions in the city, she too shuttles between life and her family. A woman who despite being in the city of machines, has a caring heart that dreams and wishes for all the love in the world. Gautam, her husband, is a businessman and her only daughter, Nilanjana is on the verge of finishing her college. Both are the life and soul of Vasudha. She lives for them Suddenly destiny plays a trick on her when she perchance discovers that her husband is having an affair with Nikita, his colleague from work. A girl who is all that which Vasudha is not; a smart city girl, much younger in age and far more attractive than her. When Vasudha tries to win her husband back, Gautam snaps and tells her to go out, make friends, have an affair and enjoy the freedom of being in a city like Mumbai where anything goes and no one really cares to notice or criticize. Little did Gautam know that his insistence would result in Vasudha befriending a much younger man- Nihar, her daughter's close friend, who is a typical Mumbai bred Malayali boy, a street artist and an aspiring photographer, with a fresh perspective of life.",
1451. Thobama,https://www.imdb.com/title/tt7951272/?ref_=sr_t_1451,"https://m.media-amazon.com/images/M/MV5BMjU4NzEzMGYtZjY4YS00NzMzLWFmN2EtYzc2MmQ1Y2Y5MmJmXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt7951272/?ref_=sr_i_1451,2018,2h 38m,"5.1
 (104)",Rate,Story and friendship of three childhood friends,Votes104
1452. Ladoo,https://www.imdb.com/title/tt7010858/?ref_=sr_t_1452,"https://m.media-amazon.com/images/M/MV5BNDA4MzVkMTAtZGJmZC00MTA1LWIxN2UtZjQ0MmE3OWJhNDhhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,12,140,207_.jpg",https://www.imdb.com/title/tt7010858/?ref_=sr_i_1452,2018,2h 1m,"4.8
 (74)",Rate,"Vinu and Angeline, a couple in love, decide to elope and get married. But when a bunch of friends gets involved, the plan itself starts spiraling out of control. The chaos that ensues forms the crux of Ladoo.",Votes74
1453. Kolumittayi,https://www.imdb.com/title/tt6198840/?ref_=sr_t_1453,"https://m.media-amazon.com/images/M/MV5BNzVkMWIwN2UtZGNhYi00YjNhLWFjODctZGM1MDIxODBjYWJlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR9,0,140,207_.jpg",https://www.imdb.com/title/tt6198840/?ref_=sr_i_1453,2016,,"7.3
 (25)",Rate,Unni and his friends move to the 6th grade after the new academic year begins. He loves his school life mainly because of his crush Riya and feels threatened by the newcomer in his class - Roney. Soon they lock horns and are in competition.,Votes25
1454. The Way Home,https://www.imdb.com/title/tt1674757/?ref_=sr_t_1454,"https://m.media-amazon.com/images/M/MV5BYjQ1MDY1ZmQtMjdjNy00NjAwLTkzM2QtYzI2Y2YyZDdlZmNhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt1674757/?ref_=sr_i_1454,2011,1h 35m,"6.7
 (178)",Rate,"The plot revolves around a doctor with a haunting past. Now working at a Prison Hospital, the Doctor is assigned the case of a woman a surviving member from a notorious terrorist group. .Before dying she entrusts him to find her five-year-old son and unite him with his father who is the head of terrorist group. Finding the boy from a village the Doctor and child set out on a journey to find his father.The journey is happening through the contemporary and mysterious path of the terrorist network in the vast country with many incidents.",Votes178
